Sergio Fajardo hizo el oso en Bogota|Sergio Fajardo hacer_el_oso Bogota|-3
Dainer Cantillo en Twitter: ;¡Yo voto por el que diga el pueblo!;Pivijay Humana ;#Petropresidente #ColombiaHumana ;@petrogustavo @GustavoBolivar @carlosecaicedo… https://t.co/IYhcNzb4Pi;|  vot puebl  human  #petropresidente #colombiahuman  @petrogustav @gustavoboliv @carlosecaiced     |5
Luis C Antolinez en Twitter: ;@SuperOOTv Mateo 7:2 Porque de la forma que juzgas a otros, serás juzgado; con la misma medida con que mides a otros, serás medido. TOMAAAAAA LO TUYO por jactancioso y soberbio jajajajajajajaajaja #HailGU #HailPetrosky #ColombiaHumana @Hail_Gu @CosifranR… https://t.co/x8arHppu5T;| @superootv mate form juzg  serás juzg  med mides  serás med  tomaaaaa jactanci soberbi jajajajajajajaajaj #hailgu #hailpetrosky #colombiahuman @hail_gu @cosifranr        |-2
Antonio Sanguino Senador en Twitter: ;Yo mismo he citado a Luis Carlos Galán en muchas de mis intervenciones, creo que Galán es un referente importante en la democratización de la sociedad colombiana, a mi me parece más cercano a Galán un tipo como @petrogustavo, que el candidato de Carlos Fernando, @German_Vargas… https://t.co/YbS7Fr6vrp;| cit galan intervenciones  galan referente import democratiz socied colombian  parece más cercan galan tip @petrogustav  candidat  @german_varg     |3
Gustavo Sabogal en Twitter: ;Le tengo evidencia de lo contrario.;https://t.co/RcLtolzjCT… ;| evidente contrari      |0
Gol Garracol en Twitter: ;#BuenViernes;;Con estas propuestas yo si creo que Petro gane la presidencia.  https://t.co/4NvdyMdv8A;| #buenviernes  propuest petr gane presidente     |5
maria teresa en Twitter: ;Que Dios proteja a Soacha Hoy...… https://t.co/aeE1IgCC4u;| dios protej       |5
Luis en Twitter: ;Sabía usted que Petro tiene hijas estudiando en el Liceo Frances de Bogotá? Creo que 2. Ese liceo no es barato. Por qué no las tiene en una escuela municipal? Quien paga la mensualidad?… https://t.co/UurQxVEug7;| sab petr hij estudi lice frances bogot   lice no barat  no escuel municipal  pag mensual      |3
Eduardo Vargas Chaux en Twitter: ;Una pregunta si @petrogustavo habla de igualdad,  nos va a igualar al nivel de los ricos o va a igualar a todos al nivel de los pobres?  #PetroPresidente;| pregunt @petrogustav habl iguald   igual nivel ric igual nivel pobres   #petropresidente   |4
Laura en Twitter: ;El pueblo colombiano no cree en las matrices de opinión de sus medios prepago...ya no es como antes lo siento....#petropresidente… https://t.co/oDImZ26XML;| puebl no cree matrices opinion medi prepag   no sient    #petropresidente     |4
Ricardo Echeverry V en Twitter: ;Sergio Fajardo no quiere alianzas con Petro...no insistan… ;| sergi fajard no alianz petr   no insist      |3
Juan Garcia en Twitter: ;Porque correa apenas se dió cuenta para donde iba el chavismo se apartó y gobernó con su pueblo de la mano del sector privado...hasta los indígenas lo dejaron tranquilo cuando se alejó de chavez  esa es la diferencia de @petrogustavo… https://t.co/zXhoWVWOdX;| corre apen dio cuent chavism apart gobern puebl man priv   indigen dej tranquil alej chavez  diferente @petrogustav    |4
El pensador en Twitter: ;DUQUE pica en punta en Encuestas después de elecciones Congreso. Le sigue Petro. Bajan De la Calle y Fajardo. Vargas Lleras igual, parece estancado. Se puede ganar en primera vuelta. Hay que pedir Auditoría Internacional para evitar la intervención de Santos;| duque pic punt encuest despues elecciones congres  sigue petr  baj _de_la_calle fajard  vargas_ller igual  parece estanc  gan  ped auditor internacional evit intervencion sant   |4
PAIS DE CAFRES URIBESTIAS AL 101% CON DUQUEBRECHT en Twitter: ;A VER , URIBESTIA, LA FAMLIA URIBESTIA, LA FAMILIA!!!!!… ;| ver   uribesti  famli uribesti  famili          |-5
Eduardo Narváez en Twitter: ;Sin duda, sin duda ALGUNA. ;Petro-Robledo es la mejor formula Presidencial. ;Nos merecemos este proyecto de país. ;#PetroPresidente.;| dud  dud algun   petro-robled mejor formul presidencial   nos merecem proyect pais   #petropresidente    |5
XU CHIMA en Twitter: ;Vargas Llosa ha demostrado con creces que es un resentido social; todo lo que tenga olor a pueblo, a ÉL le parece fétido o peligroso; bien dice el dicho: ;A ningún flatulento le parecen pestilentes sus flatulencias; #NOmasmentiras #PetroPresidente… https://t.co/W4G5rFB1B2;| vargas_ll demostr creces resent social  tenga olor puebl  fetid peligr  bien   ningun flatulent pestilentes flatulente  #nomasmentir #petropresidente      |-3
Amor En Guerra 🇦🇷 Official en Twitter: ;Buenooo Petro va detrás de Celil y Seyit. Maldito traidor;;#SuyitLuchaPorSuAmor;| buenoo petr detras celil seyit  maldit traidor  #suyitluchaporsuamor    |-1
Fundabit Yaracuy 1 en Twitter: ;En Deasarrollo Sábado Pedagógico en el Estado #Yaracuy activos con el # Petro #Criptomoneda @JauaMiranda @eugeniapinero @vane_prieto @christianba81 @Fundabit @CRA_ZEYaracuy @cpsetYaracuy #DocentesConElPetro… https://t.co/I5i6LfwXQg;| deasarroll sabad pedagog estad #yaracuy activ # petr #criptomoned @jauamirand @eugeniapiner @vane_priet @christianba81 @fundabit @cra_zeyaracuy @cpsetyaracuy #docentesconelpetr     |1
Kelly en Twitter: ;Lo que pasa es que el trabajo sobre el cambio lo ha realizado @petrogustavo , entonces no Veo porque debamos apoyar a Fajardo que no tiene el poder de convencimiento ni a trabajado duro como lo está haciendo Petro.… https://t.co/jR3HTF7P7i;| cambi realiz @petrogustav   no veo deb apoy fajard no convenc ni trabaj dur petr      |4
Eddie CR en Twitter: ;Aplaudo la decisión de @angelamrobledo para Vicepresidenta de la @ColombiaHumana_. Mientras OTRAS vicepresidentas destilan veneno, odios y pelea. Con tranquilidad y humildad, Ángela tiende puentes.;| aplaud decision @angelamrobled vicepresident @colombiahumana_  otras vicepresident destil venen  odi pele  tranquil humild  tiende puentes     |-1
Rubén Darío en Twitter: ;¡Ay Dios! Todo se dice cuando él hambre de poder es inaguantable.… ;|  Ay dios  hambre inaguant      |0
MPPEF en Twitter: ;#17Mar El Petro será Subastado a través del Dicom https://t.co/HTJDigemfK;| #17mar petr subast dicom   |0
Abg. Carlos Daniel M en Twitter: ;Los votos fueron 2,8 de votos, las estadisticas en la política no funciona asi...haber… ;| vot vot  estadist politic no funcion        |0
Mafe Carrascal en Twitter: ;Ya están moviendo las fichas al otro lado para no permitir que ni @sergio_fajardo, ni @DeLaCalleHum, ni @petrogustavo lleguen a 2da vuelta; ellos saben que de llegar alguno, los otros dos se le unirían y serían invencibles. Hay que unirse ya #ElPaísPrimero;| mov fich no permit ni @sergio_fajard  ni @delacallehum  ni @petrogustav lleguen  lleg  unirian serían invenc  unirse #elpaisprimer    |5
Sun-Tzu Jaramillo en Twitter: ;Señorita, que opina de las parejas a la presidencia y vicepresidencia:;Petro - Angela Robledo;Fajardo - Claudia López;De La Calle - Clara López;Vargas Lleras - Pinzón Bueno… https://t.co/qibDnkNlgV;| señorit  opin parej presidente vicepresidente  petr robled fajard claudi lopez _de_la_calle clar lopez vargas_ller pinzon buen    |0
julianPiñares en Twitter: ;Cuando no eres capaz de aceptar tu gusto por un dictador @petrogustavo evadiendo. 👇🏼👇🏼… ;|julianpiñares en twitter:  cuand no eres capaz de acept tu gust por un dictador @petrogustav evad  👇🏼👇🏼    |-4
🔥Miguel Ochoa🔥 en Twitter: ;@behrentz  desacredita a Petro sin razón alguna mientras es reconocido a nivel mundial y @elespectador  coloca su “humilde” opinión.;| @behrentz  desacredit petr razon reconoc nivel mundial @elespect  coloc “humilde  opinion     |2
Maria Consuelo en Twitter: ;Yuliana. Respete  el pensamiento de los demás y mejor pónganse a trabajar y no vuelva a la gente pichona esperando abrir el pico no más y no le imponga el voto con engaños a la gente… https://t.co/wk8LTn0rjt;|  respete  pensamient mejor ponganse no vuelv gente pichon esper abrir pic no más no impong vot engañ gente         |0
La Silla Pacífico en Twitter: ;#LaSemanaenLaPacifico esta es @angelamrobledo la fórmula a la vicepresidencia de @petrogustavo https://t.co/0WUyZCIDjV;| #lasemanaenlapacif @angelamrobled formul vicepresidente @petrogustav   |5
Şura Verjenskaya 🇦🇷 en Twitter: ;Ojalá esté bien Tatya, no sé que haré si a ella le pasa algo, no lo sé @petro_borinsky #SuyitLuchaPorSuAmor… ;| ojal esté bien taty  no hare  no @petro_borinsky #suyitluchaporsuamor      |4
PIERRE ALEE en Twitter: ;Si va ganar @petrogustavo va ganar, si va ganar @angelamrobledo va ganar; llego, gusto y convenció #PetroEnSoacha #PetroPresidente #AngelaRobledoLaVice… https://t.co/u9W4AfNM0l;| Si gan @petrogustav gan  gan @angelamrobled gan  lleg  gust convenc #petroensoach #petropresidente #angelarobledolavice    |5
jose vicente patiño en Twitter: ;Como petro tiene una Normas diferentes… ;| petr norm diferentes     |0
Bigjuls en Twitter: ;Huele a miedo... No creo que llegues a ningún Pereira... Mejor es Gustavo Petro mil veces #PetroPresidente… ;| huele mied    No llegues ningun pereir    mejor _gustavo_petro #petropresidente      |3
AlvaroGregory_ en Twitter: ;cuando me dicen que si gana @petrogustavo , ;noz vamoz ha bolber komo benezuela;.… ;| gan @petrogustav    noz vamoz bolb kom benezuel        |0
Mafe Carrascal en Twitter: ;Candidato, @sergio_fajardo, @petrogustavo y @DeLaCalleHum, los acuerdos son programáticos, en la diversidad construimos más y mejor, no ignoren a la ciudadanía que los elige, busquen lo que los une, que es más que lo que los separa. #ElPaísPrimero, primero lo que nos une.… https://t.co/8hL8yjoOBI;| candidat  @sergio_fajard  @petrogustav @delacallehum  acuerd programat  divers constru más mejor  no ignoren ciudadan elige  busquen  más sep  #elpaisprimer       |5
Beatriz Amparo Certu en Twitter: ;Por qué se dividen y se atacan? Si siempre han estado del.mismo lado. Ahora, por eso es que siempre perdemos.… https://t.co/vSaTRZVAVj;| dividen atac  Si   perdem      |1
luis jesus garcia en Twitter: ;En Santander. Tener un coordinador que no discrimine.  Siendo candidato a la cámara se me impidió el acceso a la tarima donde ud estaba.  Después de una hora por fin me dejaron ingresar.  Si va a continuar lo mismo no vamos a ganar. Gracias… https://t.co/gzyBzCWstH;| santand  ten coordin no discrimine   candidat camar impid acces tarim   dej ingres   Si continu no gan  graci        |1
José Cuello B. en Twitter: ;Hay algo que no entiendo, Mate. Nosotros siempre advertirnos sobre el peligro que representa el chavismo representado en personas como Gustavo Petro y nos tachaban de ;mentirosos; ¿ahora qué?… https://t.co/XUQaibfYme;| no entiend  mate  nosotr advertirn peligr represent chavism represent person _gustavo_petro tach  mentir       |0
Álvaro Ecb en Twitter: ;Claudia para  esos análisis insulsos.;;Claudia x personas Como usted es que la corrupción  tiembla. Usted representa cosas más grandes, q un análisis de estadística alterada, también por la corrupción. ;;La necesitamos en Unión y elocuente, luchando contra lo q ya la hizo líder.… https://t.co/EaFaRjh6DQ;| claudi  analisis insuls   claudi person corrupcion  tiembl  usted represent más grandes  analisis estadist alter  corrupcion    necesit union elocuente  luch hiz lider     |3
Zien The Bosch en Twitter: ;Vargas y De la Calle representan al ;santismo;;;Fajardo, Robledo y Cepeda a la izquierda.;;Petro al chavismo.;;Duque y Marta Lucía: renovación, progreso, cambio y experiencia;| _de_la_calle represent  santism   fajard  robled ceped izquierd   petr chavism   duque mart luc  renov  progres  cambi experiente    |3
Fernando en Twitter: ;Venezuela Venezuela Venezuela yaaaaaa q teta con su cuento marica sean serios PROPONGAN ALGO SERIO a toda hora vendiendo miedo para vender salvadores CHIMBOS.… https://t.co/q0rZJpbueu;| venezuel venezuel venezuel yaaaaa tet cuent maric seri propong algo seri vend mied vend salvadores chimb     |-2
Aída Avella Esquivel en Twitter: ;Con @Gabocolombia76 en representación de la @UP_Colombia felicitamos y celebramos a Angela Maria como fórmula vicepresidencial de @petrogustavo. Un gran abrazo Upecista querida  @angelamrobledo #PetroPresidente… https://t.co/82ELXqXaup;| @gabocolombia76 represent @up_colombi felicit celebr mari formul @petrogustav  abraz upec quer  @angelamrobled #petropresidente     |3
Luz Marina Bernal #Decentes91 en Twitter: ;Mi saludo a @angelamrobledo por ser la fórmula vicepresidencial de @petrogustavo. De ella admiro su sensatez, su honestidad y su amor porque la vida y la esperanza le ganen a nuestra trágica historia.;¡Gran equipo!;| salud @angelamrobled formul @petrogustav  admir sensatez  honest amor vid esper ganen tragic histori   gran equip       |5
Blog Educativo 21 en Twitter: ;Solidaridad @PstColombia con candidato presidencial @petrogustavo @angelamrobledo, apoyado por miles trabajadores. Que no se repita magnicidio Galán-Pizarro. @ColombiaHumana_ @progresistascol @ColombiaHuman10 @HOLLMANMORRIS @GustavoBolivar @MoisesAlvaro_   https://t.co/wiSxUVP63u;| solidar @pstcolombi candidat presidencial @petrogustav @angelamrobled  apoy miles trabaj  no repit magnicidi galan-pizarr  @colombiahumana_ @progresistascol @colombiahuman10 @hollmanmorris @gustavoboliv @moisesalvaro_     |4
Sasha en Twitter: ;Si está en el extranjero entiendo que tiene que llamar a la campaña directamente porque no tienen la opción en línea. O ser jurado contactando el consulado local.… https://t.co/SUrI27wilc;| Si extranjer entiend llam campañ direct no opcion line  jur contact consul local      |2
País Menos Peor 🇨🇴 en Twitter: ;Si Fajardo cree que la gente lo prefiere, si cree que es la única opción para derrotar a Germán Duque ¿Por qué nunca se midió a una consulta contra Robledo y Claudia? ¿Por qué nunca se le midió a una consulta contra Petro, de la Calle o Caidedo? ¿Quien es el ególatra?;| Si fajard cree gente prefiere  cree unic opcion derrot german duque  mid consult robled claudi   mid consult petr  caided   egolatr     |-3
Maria Consuelo Valde en Twitter: ;Yo nunca imagine que esta señora fuera seguidora de Petro,  que tristeza… ;| imagine señor fuera seguidor petr   tristez      |-2
JAIME NEIRA NEIRA en Twitter: ;#PetroEnCartagena Vamos todos al encuentro del futuro Presidente de Colombia: #PetroPresidente @PJaimeArrazola @jualver @ayolaclaudia @joaquinroblesza @ElUniversalCtg… https://t.co/MzPnIsLQI0;| #petroencartagen vam encuentr futur presidente colombi  #petropresidente @pjaimearrazol @jualv @ayolaclaudi @joaquinroblesz @eluniversalctg    |5
MANUEL GONZALEZ en Twitter: ;;Pido la palabra; Bienvenida @angelamrobledo a la @ColombiaHumana_, mujer que como congresista demostró su capacidad y coherencia en sus planteamientos, gran coequipera de @petrogustavo, trabajemos todos para cristalizar el sueño de millones de compatriotas de bien;|  pid palabr  bienven @angelamrobled @colombiahumana_  muj congres demostr capac coherente planteamient  coequiper @petrogustav  trabajem cristaliz sueñ compatriot bien    |5
Robinson Meza en Twitter: ;Mañana estarán dando alguna publicidad aluciva a Petro me encantaría tenerla me siento orgulloso de seguirlo… https://t.co/UYvP0Xl3Tj;| mañan estarán public aluc petr encant tenerl sient orgull seguirl      |5
ColombiaEnPaz en Twitter: ;OJO.. la derecha dividió los votos de conservadores y de pronto de la U;.   PEtro al nombrar Angela hizo lo mismo con  los votos de la A/ verde .. y réstenle los votos de Caicedo se los dije eran contra Petro lo oí en los puestos de votación a muchas personas… https://t.co/KymwdjtxxW;|   derech divid vot conserv pront     petr nombr hiz  vot A/ verde    restenle vot caiced dije petr oí puest votacion person       |0
Argemiro Correa en Twitter: ;Lo más Sano para Colombia en estos momentos es una segunda vuelta entre .@IvanDuque / .@sergio_fajardo un panorama entre .@IvanDuque / .@petrogustavo sería desastroso y sangriento. #nomasviolencia… https://t.co/nzdt1g7GWL;| más san moment  @ivanduque  @sergio_fajard panoram  @ivanduque  @petrogustav desastr sangrient  #nomasviolente     |5
Juan camilo moncada en Twitter: ;Un buen lema #NiVargasNiUribePetroPresidente #Petropresidente !! @GustavoBolivar @petrogustavo;| buen lem #nivargasniuribepetropresidente #petropresidente    @gustavoboliv @petrogustav   |3
Paula Ricciulli en Twitter: ;Leo que defienden a Claudia López diciendo que ;si fuera hombre no le dirían lo que le dicen; y puede que sí, pero creo que esa no es la causa de las críticas. Se lanzó a atacar a Petro (y hasta a ciudadanos) sin ningún sustento.;| leo defienden claudi lopez dic  fuera hombre no dirian  sí  no caus critic  lanz atac petr (y ciudadanos) ningun sustent     |1
Penetrio 💥 en Twitter: ;La señora @ClaudiaLopez dice que Petro tiene una historia, pero es que ella también tiene una historia. A mí me asusta que resulte siendo más de lo mismo.… https://t.co/XutH7mJhvd;| señor @claudialopez petr histori  histori  asust resulte más      |2
Camila Campos en Twitter: ;“Donde se comienzan quemando libros acaban quemando hombres;;Heinrich Heine;@petrogustavo #PetroPresidente #PetroEnSoacha;| “donde comienz quem libr acaban quem hombres  heinrich heine @petrogustav #petropresidente #petroensoach    |3















































































Alonso Rodríguez Pachón en Twitter: ;Pues sí señoras y señores, @angelamrobledo se suma a #LaBodegaDePetro. ¡Y qué manera de hacerlo. ;;Admiro a esa mujer. Su talante, su inteligencia, su carácter y la lucha por los derechos humanos y de género.;;¡Bienvenida @angelamrobledo!;| sí señor señores  @angelamrobled sum #labodegadepetr   hacerl    admir muj  talante  inteligente  caract luch derech human gener    bienven @angelamrobled     |5
Fredy Sanchez Guzman en Twitter: ;Ojo por ojo diente por diente.ANGELA MARIA ROBLEDO=PETRO.FAJARDO=CAICEDO.Nose den tan duro con el afán de atajar a DUQUE… ;| angel mari robledo=petr fajardo=caiced dur afan ataj duque          |0
Cart2005 en Twitter: ;... todos son igualitos... Al mejor estilo del nefasto líder de @progresistascol pelo el cobre este otro guerrillero con sus amenazas,  alisten la crema #4 y los Kleenex, los van a necesitar… https://t.co/ssOQ2Krt1F;|     igualit    mejor estil nefast lider @progresistascol pelo_cobre guerriller amenaz   alisten  necesit       |-3
GinaAndrea en Twitter: ;La costa esta contigo #PetroPresidente Tus propuestas me gustan mucho, y quiero ser parte de esa Colombia Humana!!;| cost #petropresidente propuest gust  quier _Colombia_Humana      |5
Luchy T en Twitter: ;Con esas ideas “castrochavistas” es la perfecta fórmula para Petro y con este twitt no pueden decir que es invento de la derecha.… https://t.co/RGr0Dcfld3;| ide “castrochav  perfect formul petr no invent derech      |-1
gobierno de mierda santimo picaro hp en Twitter: ;Usted cree eso....de donde va a  sacar la plata para el todo gratis par los pobres  trabaje anumal descerebrada… https://t.co/G4FUSJYEnD;| usted cree     sac plat gratis pobres  trabaje anumal descerebr     |2
Edwin Johany Cala en Twitter: ;Sin corrupción en la votaciones, sin maquinarias y sin plata de por medio se puede ganar. Por una Colombia progresista y por un país diferente.;#PetroPresidente;@petrogustavo… https://t.co/bWe4eTet1z;| corrupcion votaciones  maquinari plat gan  progres pais diferente  #petropresidente @petrogustav    |4
AnitaCe en Twitter: ;@German_Vargas @sergio_fajardo @IvanDuque @ClaudiaLopez @JERobledo @mluciaramirez : #PetroPresidente en el pais que debe elegir a la decencia.… https://t.co/EbsPeYSE66;| @german_varg @sergio_fajard @ivanduque @claudialopez @jerobled @mluciaramirez   #petropresidente pais eleg decenci     |5
Ms. Bennet en Twitter: ;El desespero de Petro lo hace alucinar con una coalición con De La Calle, usar indebidamente el apellidó Galán y ahora inventar apoyo de la familia de Nairo Quintana. Cada vez cae más bajo.;| desesper petr alucin coalicion _de_la_calle  indebid apellid galan invent apoy famili  cae más      |3
RD en Twitter: ;Los niños de la Guajira se mueren de absoluta hambre no relativa.… https://t.co/YFCaxtVJRL;| niñ guajir mueren absolut hambre no relat      |-5
Elizabeth  🌙🍀 en Twitter: ;Nos merecemos un cambio, no dejemos el país en manos de los mismos de siempre . ;;#Petropresidente 🇨🇴♥️… ;| nos merecem cambi  no dejem pais man     #petropresidente 🇨🇴♥️     |5
Rodolfo Uribe en Twitter: ;Petro se aprovecha de gente como usted... que (con todo respeto) aún no conjuga siquiera el verbo haber de forma correcta, petro y Santos crearon una generación de gente inculta y resentida para después prometerles educación y equidad, a eso se le llama populismo… https://t.co/OYkRVcAx3u;| petr aprovech gente    (con respeto) no conjug verb form correct  petr sant cre gener gente incult resent despues prometerles educ equid  popul    |1
Diana en Twitter: ;Uno que me mire como Ángela María mira a Petro. ❤️… ;| mire mir petr  ❤️     |5
petristas en canada en Twitter: ;@HOLLMANMORRIS @petrogustavo el candidato que no se olvida de donde viene y que ha estado dispuesto a dar hasta su vida por #ColombiaHumana #yovotopetro #LaBodegaDePetro @OdilsoR justos cambiaremos la historia de Colombia @InternacionalP8 @progresistascol… https://t.co/ZXF8BCdUgM;| @petrogustav candidat no olvid dispuest vid #colombiahuman #yovotopetr #labodegadepetr just cambi histori @progresistascol       |5
Felipe Calderon en Twitter: ;¿Qué estrategias, con amor y respeto, creen conenientes para lograr que los indecisos voten por #ColombiaHumana?;Busquemos alternativas para expandir nuestras ganas de cambiar la historia!;@petrogustavo;|  estrategi  amor respet  creen conenientes logr indecis voten #colombiahuman  busquem alternat expand gan cambi histori  @petrogustav    |5
Ashley Gaitán en Twitter: ;Los hechos y los argumentos racionales No son muy eficaces a la hora de alterar las creencias de la gente.Mejor empiece con una #Historia o un: SE ACUERDA QUE USTED SE IBA A PENSIONAR A LOS 55 Y AHORA LE TOCA A LOS 62?#POREJEMPLO d esas historias #Duquepresidente #PetroPresidente;| hech argument racionales No eficaces alter creenci gente mejor empiece #histori  SE acuerd usted SE iba pension 55 ahor LE toc 62 #porejempl histori #duquepresidente #petropresidente     |3
🍸betty criticona soy en Twitter: ;#FórmulaPresidencial 2;Ángela María Robledo:;Autoritaria y arrogante;Pantallera y patrañera;Admiradora de Hugo Chávez;Amiga íntima de Timochenko;Simpatizante del ELN;Defensora del gobierno de Nicolás Maduro;El mismo Gustavo Petro pero con falda...… https://t.co/OtXwgRH024;| #formulapresidencial angel  autoritari arrog pantaller patrañer admir hug chavez amig intim timochenk simpatiz eln defensor nicolas madur _gustavo_petro fald       |-5
José Fernando Flórez en Twitter: ;Impresentable la #DobleMilitancia de @angelamrobledo como fórmula de @petrogustavo. Es demasiado evidente como para que no se dieran cuenta. Uno no sabe si lo hicieron para luego victimizarse, se creen por encima de la ley o son tremendamente incompetentes (bastaba leer la norma);| impresent #doblemilit @angelamrobled formul @petrogustav  evidente no dieran cuent  no victimizarse  creen ley tremend incompetentes (bast leer norma)    |3
Cabal1981 en Twitter: ;Amigos de #LaBodegaDePetro a seguir a @MariaMatusv columnista del @elheraldoco !!!!;| amig #labodegadepetr segu @mariamatusv column @elheraldoc         |5
O. Bula Escobar en Twitter: ;Gustavo #Petro se ve obligado a compararse con otros para suplir su pequeñez y ocultar su resentimiento social...;;#PetroEnSoacha;| gustav #petr oblig compararse supl pequeñez ocult resent social     #petroensoach   |-2
Gener Usuga en Twitter: ;Solo trabajando con la política del amor lograremos que @petrogustavo sea presidente, hemos conformado hoy el comité organizador del la #ColombiaHumana en #Paris , juntos por un solo ideal, por una nación, juntos por Colombia, juntos venceremos, #PetroPresidente #LaBodegaDePetro… https://t.co/dAK393oSQE;| sol trabaj politic amor logr @petrogustav presidente  hemos conform comite organiz #colombiahuman #paris   ideal  nacion   venc  #petropresidente #labodegadepetr      |5
JAIME NEIRA NEIRA en Twitter: ;#PetroEnSoacha lleno total; Gustavo Petro continua convocando a miles y miles de personas en los lugares que visita en todo el país; Mientras, #PorkyDuque llena las urnas en la elecciones ¿Cómo se explica ese fraude del tamaño de una catedral? @fcarrilloflorez @STransparencia @UN… https://t.co/X4EaGoO2i7;| #petroensoach llen total  _gustavo_petro continu convoc person lugares visit pais   #porkyduque llen urnas elecciones  como explic fraude tamañ catedral  @fcarrilloflorez @stransparente @un     |1
Miguel Ángel Delgado en Twitter: ;Mañana se reanuda la gran marcha @petrogustavo el domingo 18 a las dos en Suacha, a demostrar que está población no es un hueso son trabajadores, desplazados, víctimas: gente que merece futuro con la Colombia Humana. Todo Suacha a escuchar la verdad y la esperanza.;| mañan reanud march @petrogustav  demostr poblacion no hues trabaj  desplaz  victim  gente merece futur _Colombia_Humana  escuch esper    |4
David Atencia G. en Twitter: ;;NI PETRO, NI DUQUE;;@IvanDuque no personifica las ideas de derecha, solo intereses políticos de un calamitoso y sicorrígido @AlvaroUribeVel  Por su lado, @petrogustavo tampoco es el símbolo de la oxidada izquierda que solo quiere imponer ideas de un improductivo socialismo.… https://t.co/oh2e4F31tp;|  NI petr  NI duque  @ivanduque no personif ide derech  intereses politic calamit sicorrig @alvarouribevel   @petrogustav simbol oxid izquierd impon ide improduct social     |3
Rodolfo Uribe en Twitter: ;Tenga pa que se entretenga:;https://t.co/VoZzN5X8zw… ;| teng pa entreteng      |-1
Juan Carlos Iragorri en Twitter: ;;Yo creo que @petrogustavo pierde contra el que le pongan el segunda vuelta y que el único que puede ganarle a @IvanDuque es @sergio_fajardo;, dice @SergioFerG en @VocesRCN.;|  @petrogustav pierde pong unic ganarle @ivanduque @sergio_fajard   @sergioferg     |5
Gabriel Gaviria Cord en Twitter: ;Jaime....tambien soy liberal.;Pero donde el líder @petrogustavo cabemos todos.;Viva Petro.;Viva Colombia Humana.;Por un nuevo país.;Vamos con Petro.… https://t.co/NbcAx1kMv3;|    liberal  lider @petrogustav cabem  viv petr  viv _Colombia_Humana  nuev pais  vam petr       |5
Cristian Hernandez en Twitter: ;Señores @sergio_fajardo @ClaudiaLopez @ClaudiaLopez estoy seguro q @petrogustavo no quiere venganza.. es mas es capaz de darle un apreton de mano sincero a uribe o lleras.;| señores @sergio_fajard @claudialopez @claudialopez segur @petrogustav no venganz   capaz apreton man sincer uribe ller     |5
PIERRE ALEE en Twitter: ;Ya Uribe (@IvanDuque) manifestó que de ganar la presidencia se enfila contra @DCoronell, y este periodista con @DanielSamperO tratando de atajar es a @petrogustavo @angelamrobledo, @ColombiaHumana_ libertad de medios #PetroPresidente #AngelaRobledoLaVice;| uribe (@ivanduque) manifest gan presidente enfil @dcoronell  period @danielsamper trat ataj @petrogustav @angelamrobled  @colombiahumana_ libert medi #petropresidente #angelarobledolavice    |3
Oscar Concha en Twitter: ;No creo las lean! Más bien, usted maneja su cuenta twitter o tiene CM?… ;| No lean  bien  manej cuent twitt        |0
Cristian Sierra en Twitter: ;#EleccionesColombia #Gustavopetro #gustavobolivar Esto es uno de los tantos aspectos represivos que veo en las propuestas de Vargas Lleras. Voto informado.… https://t.co/oNQV1t8qhM;| #eleccionescolombi #gustavopetr #gustavoboliv aspect repres propuest vargas_ller  vot inform      |0
Elpichi en Twitter: ;3 millones mas de votos para @ColombiaHumana_ ;https://t.co/r83AghckfA;| vot @colombiahumana_    |5
Luis Carlos Donado A en Twitter: ;Definitivamente unfollow a la cuenta, que tristeza que mezclan la protección animal con política… https://t.co/I0BUTY7Ugf;| definitiv unfollow cuent  tristez mezcl proteccion animal politic    |-3
Cristian Zuluaga en Twitter: ;Ángela María Robledo, nuestra vicepresidenta. Más alegría, amor y democracia para nuestra campaña ;#AngelaRobledoLaVice #PetroPresidente… https://t.co/DXNocWyNcu;| angel  vicepresident  alegr  amor democraci campañ  #angelarobledolavice #petropresidente     |5
David Arturo Velasco en Twitter: ;Entonces Robledo debería salirse del Polo por respaldar la coalición? Si Petro encuentra una formula que garantice diversidad de posturas entonces el es el que polariza. Que delirio el de los ;Verdes;… https://t.co/s5BsawQINW;| robled deb salirse pol respald coalicion  Si petr encuentr formul garantice divers postur polariz  deliri  verdes     |-4
Andrés Hoyos en Twitter: ;Si el centro logra vencer a Petro, después vence también a la derecha en la segunda vuelta. Es la única forma de evitar que le derecha vuelva al poder.;| Si centr logr venc petr  despues vence derech  unic form evit derech vuelv      |5
Jose Arroyave #78/300 en Twitter: ;El chiste se cuenta solo.… https://t.co/GKjyrMzmn0;| chiste cuent     |0
Jessy Beleño en Twitter: ;Ya: diga que con Petro nos vamos a volver otra Venezuela y bájesele los pantalones a Uribe... revele de una vez quien es. ¡Qué decepción!… https://t.co/ExpGZ68V9A;| Ya  petr volv venezuel bajesele pantalones uribe    revele   decepcion     |-4
Andrea en Twitter: ;Por la derecha tambien. El mismo mensaje.… https://t.co/iH5m2yxbND;| derech  mensaje     |0
